top,seq,sredni_czas,mediana_czas,max_czas,stddevi,cluster_results_KMeans,cluster_results_KMedoids
+ld-p,443,758446.6666666666,1000000.0,1000000.0,360539.26936121,0,1
+pd-p,114,0.0,0.0,0.0,0.0,1,2
-pd+l,323,24490.0,24490.0,37440.0,18314.06563273158,1,2
+p+l+p,213,159020.0,159020.0,159020.0,0.0,1,3
+l+l+p,112,0.0,0.0,0.0,0.0,1,2
-pd+p,324,50764.0,30340.0,147060.0,53239.13581400643,1,3
+p+l+p,423,574652.0,663640.0,1000000.0,379077.62993877655,0,1
-pd+l,244,806566.6666666666,1000000.0,1000000.0,340093.1757621726,0,1
+pd-p,412,0.0,0.0,0.0,0.0,1,2
d-pd,312,0.0,0.0,0.0,0.0,1,2
-l-p-p,212,0.0,0.0,0.0,0.0,1,2
-pd+p,421,118300.0,42940.0,475420.0,200325.1751528,3,3
-p-l-l,411,19576.666666666668,13790.0,60940.0,20851.10037064391,1,2
-ld+l,131,9070.0,9070.0,17620.0,12091.525958289963,1,2
-p-p-p,223,599791.6666666666,1000000.0,1000000.0,494838.24453200377,0,1
+p+p+p,124,13880.0,13880.0,13880.0,0.0,1,2
d+pd,234,325147.5,37850.0,1000000.0,451907.6373315364,2,0
-p-l-l,321,223730.0,109460.0,1000000.0,317354.9396355934,2,0
-pd+l,442,346683.63636363635,78160.0,1000000.0,431736.9794509784,2,0
-l-l-p,334,880317.7777777778,1000000.0,1000000.0,274844.3862341824,0,1
-p-p-l,221,56090.0,56090.0,107180.0,72252.17090164142,1,3
+pd-l,413,0.0,0.0,0.0,0.0,1,2
-ld+l,413,94980.0,94980.0,94980.0,0.0,1,2
-l-l-p,132,96750.0,96750.0,111400.0,20718.22868876584,1,3
-ld+p,244,476562.2222222223,157500.0,1000000.0,498707.1017585818,2,0
-l-p-p,341,0.0,0.0,0.0,0.0,1,2
+p+p+l,124,0.0,0.0,0.0,0.0,1,2
-l-l-l,133,66876.0,12080.0,228240.0,97544.97362755294,3,3
+p+l+p,323,161374.2857142857,23860.0,818720.0,293485.87693772383,2,0
+l+p+p,224,622295.5555555555,754060.0,1000000.0,417062.2820128641,0,1
-pd+l,131,0.0,0.0,0.0,0.0,1,2
+ld-l,344,725626.6666666666,1000000.0,1000000.0,417574.66829298926,0,1
d+pd,113,0.0,0.0,0.0,0.0,1,2
-p-p-l,121,20650.0,20650.0,38900.0,25809.397513308984,1,2
+p+p+l,244,72784.0,29170.0,194920.0,76020.8473161584,1,3
+ld-p,231,357025.0,211520.0,1000000.0,454924.9222674001,2,0
+ld-p,441,606673.3333333334,978560.0,1000000.0,479252.3973731157,0,1
+p+p+p,321,0.0,0.0,0.0,0.0,1,2
-p-p-p,242,822410.0,1000000.0,1000000.0,351036.48880526266,0,1
-l-l-l,131,0.0,0.0,0.0,0.0,1,2
+p+l+l,433,720653.3333333334,1000000.0,1000000.0,436397.53228755394,0,1
+p+p+l,233,240.0,240.0,240.0,0.0,1,2
+ld-l,223,259755.0,71170.0,896100.0,427296.089497669,2,0
-ld+p,112,0.0,0.0,0.0,0.0,1,2
+l+l+p,321,0.0,0.0,0.0,0.0,1,2
-p-l-p,134,600111.1111111111,906140.0,1000000.0,455094.4551531156,0,1
+l+l+p,442,342451.1111111111,127460.0,1000000.0,393496.03036258335,2,0
+p+p+p,424,48548.57142857143,41660.0,161280.0,54710.03912402532,1,3
+ld-p,434,510780.0,289660.0,1000000.0,473623.77617683006,2,0
-p-l-l,233,663890.0,1000000.0,1000000.0,437756.6828107305,0,1
-l-l-p,434,908342.0,1000000.0,1000000.0,243988.2052613746,0,1
-ld+l,133,8313.333333333334,5060.0,19200.0,9679.139080173058,1,2
+l+l+l,234,617557.7777777778,806660.0,1000000.0,417984.19867794577,0,1
+l+p+p,321,682192.0,1000000.0,1000000.0,438111.7550174207,0,1
-p-p-l,422,424345.0,133710.0,1000000.0,478294.6111521045,2,0
+l+p+p,423,690795.0,930070.0,1000000.0,389479.25300095486,0,1
+p+l+l,134,0.0,0.0,0.0,0.0,1,2
+l+l+p,124,430640.0,249040.0,1000000.0,451345.5072114932,2,0
-ld+p,214,0.0,0.0,0.0,0.0,1,2
d-pd,313,0.0,0.0,0.0,0.0,1,2
-l-l-l,214,336533.3333333333,138390.0,1000000.0,419437.2761284583,2,0
-p-l-l,214,44980.0,44980.0,50600.0,7947.880220536794,1,2
-l-l-l,433,761905.0,1000000.0,1000000.0,357042.55220045993,0,1
-l-p-l,311,0.0,0.0,0.0,0.0,1,2
-l-l-p,221,292350.0,24460.0,1000000.0,446393.2548133508,2,0
+l+l+l,233,424195.5555555556,143460.0,1000000.0,450106.2712046764,2,0
+l+p+l,324,530004.4444444445,816600.0,816600.0,365440.8960116229,0,1
-l-l-p,321,797417.7777777778,1000000.0,1000000.0,307380.53182406403,0,1
-pd+p,331,116534.0,17030.0,1000000.0,310767.75494821783,2,0
-ld+p,222,0.0,0.0,0.0,0.0,1,2
-l-p-l,341,0.0,0.0,0.0,0.0,1,2
-p-l-l,332,813625.0,1000000.0,1000000.0,364449.964155201,0,1
-p-l-p,421,21980.0,21980.0,21980.0,0.0,1,2
-p-l-p,221,0.0,0.0,0.0,0.0,1,2
+l+l+p,312,0.0,0.0,0.0,0.0,1,2
-ld+l,312,0.0,0.0,0.0,0.0,1,2
-pd+p,224,15626.666666666666,11460.0,25780.0,7340.383277913127,1,2
+l+l+l,444,786105.0,1000000.0,1000000.0,390676.8172962497,0,1
+pd-p,144,0.0,0.0,0.0,0.0,1,2
-l-p-p,112,0.0,0.0,0.0,0.0,1,2
-l-p-l,421,0.0,0.0,0.0,0.0,1,2
-l-p-l,111,0.0,0.0,0.0,0.0,1,2
d-pd,323,53542.857142857145,41800.0,130960.0,46525.139338600486,1,3
+pd-p,133,0.0,0.0,0.0,0.0,1,2
-p-l-l,342,1000000.0,1000000.0,1000000.0,0.0,0,1
-p-p-p,321,544720.0,617610.0,1000000.0,421640.8497546439,0,1
+p+l+p,114,0.0,0.0,0.0,0.0,1,2
d-pd,424,35320.0,780.0,104580.0,59980.986987544646,1,3
-pd+l,233,744108.0,1000000.0,1000000.0,418179.1178377461,0,1
d+pd,241,0.0,0.0,0.0,0.0,1,2
-p-l-l,442,86913.33333333333,111340.0,113700.0,44367.74203555251,1,3
+l+l+l,312,78460.0,78460.0,96440.0,25427.55985146825,1,3
-ld+l,223,207136.0,118160.0,665480.0,270409.31618566695,3,0
+pd-l,123,0.0,0.0,0.0,0.0,1,2
+ld-l,433,571942.2222222222,544660.0,1000000.0,429081.3243948569,2,0
-l-p-p,143,36770.0,36770.0,62940.0,37009.9689273039,1,2
d+pd,432,201023.3333333333,57840.0,887840.0,341568.4176071709,2,0
+l+l+p,412,4970.0,4970.0,9580.0,6519.5245225399685,1,2
+l+l+l,434,783763.3333333334,1000000.0,1000000.0,380580.1948540564,0,1
-p-p-p,132,622151.6666666666,1000000.0,1000000.0,468760.58711599605,0,1
+ld-l,423,178532.0,100760.0,558120.0,231408.25551392933,3,3
-ld+l,121,0.0,0.0,0.0,0.0,1,2
-p-l-l,121,434860.0,254480.0,1000000.0,457179.83210111095,2,0
+p+p+l,242,45213.333333333336,51300.0,59040.0,17674.346758319905,1,2
-l-l-p,441,840792.0,1000000.0,1000000.0,340367.3021506815,0,1
+p+l+l,432,0.0,0.0,0.0,0.0,1,2
+pd-l,441,412836.6666666667,222820.0,1000000.0,450709.449713012,2,0
+p+l+p,134,0.0,0.0,0.0,0.0,1,2
-ld+p,134,106705.0,17800.0,712140.0,245183.60671137864,3,0
+p+l+p,214,0.0,0.0,0.0,0.0,1,2
-l-p-p,344,547008.3333333334,533430.0,1000000.0,440510.071329163,2,0
+p+l+p,232,220797.5,49180.0,770000.0,334198.26868620544,2,0
+l+l+l,423,425946.6666666667,292360.0,1000000.0,413592.6147793261,2,0
-l-l-p,411,438718.1818181818,427360.0,1000000.0,394358.4909652176,2,0
-pd+l,121,4580.0,4580.0,4580.0,0.0,1,2
-l-l-l,424,880500.0,1000000.0,1000000.0,321555.29633330565,0,1
-pd+l,434,521193.3333333333,544800.0,1000000.0,500649.17481448455,2,0
d+pd,121,0.0,0.0,0.0,0.0,1,2
d-pd,322,6040.0,6040.0,6040.0,0.0,1,2
-ld+p,323,59430.0,59430.0,112360.0,74854.32385640792,1,3
d+pd,311,0.0,0.0,0.0,0.0,1,2
+p+p+l,123,0.0,0.0,0.0,0.0,1,2
d-pd,132,0.0,0.0,0.0,0.0,1,2
+pd-l,212,0.0,0.0,0.0,0.0,1,2
+l+l+l,332,685255.0,1000000.0,1000000.0,467547.500445385,0,1
-p-l-p,213,59266.66666666666,20640.0,155500.0,83879.08519609243,1,3
+pd-l,234,44565.0,42170.0,67680.0,20455.795429820533,1,2
-ld+l,212,3300.0,3300.0,3300.0,0.0,1,2
+p+p+p,343,170680.0,10700.0,492900.0,279052.9935334864,3,3
-l-p-p,122,0.0,0.0,0.0,0.0,1,2
+p+l+l,323,244106.0,100480.0,1000000.0,336161.99177711265,2,0
+p+p+p,333,549833.3333333334,614840.0,1000000.0,485942.1045076597,0,1
-l-l-l,331,25420.0,25420.0,49120.0,33516.86142824235,1,2
+ld-l,132,386396.0,43380.0,1000000.0,506462.2251264155,2,0
+ld-p,244,584091.6666666666,518960.0,1000000.0,399063.754437885,2,0
-ld+l,123,0.0,0.0,0.0,0.0,1,2
-pd+p,343,678850.0,1000000.0,1000000.0,412344.4099293696,0,1
-p-l-p,434,584473.3333333334,671930.0,1000000.0,443762.3596093528,0,1
+ld-l,311,0.0,0.0,0.0,0.0,1,2
-p-l-l,132,456660.0,141960.0,1000000.0,468785.9216695352,2,0
-p-p-l,311,50380.0,50380.0,86440.0,50996.54105917381,1,2
+p+l+p,431,334074.54545454547,159000.0,1000000.0,375999.5955413685,2,0
+ld-p,121,4000.0,4000.0,4000.0,0.0,1,2
+pd-p,233,5620.0,5620.0,5620.0,0.0,1,2
-l-p-p,334,604958.3333333334,538910.0,1000000.0,370812.6460978112,2,0
-l-l-p,323,541602.2222222222,301580.0,1000000.0,441557.8400894321,2,0
+l+l+l,124,434811.1111111111,298500.0,1000000.0,456934.4284589542,2,0
+pd-p,442,17733.333333333332,20480.0,30840.0,14674.076915885827,1,2
-p-p-l,211,51660.0,51660.0,51660.0,0.0,1,2
+pd-p,142,9100.0,9100.0,9100.0,0.0,1,2
+ld-p,211,0.0,0.0,0.0,0.0,1,2
-ld+p,434,357568.3333333333,206870.0,1000000.0,348865.3136783289,2,0
-ld+l,311,0.0,0.0,0.0,0.0,1,2
-l-l-l,334,832451.6666666666,1000000.0,1000000.0,295671.04859757214,0,1
d+pd,434,492708.8888888889,225540.0,1000000.0,475007.3533231997,2,0
-ld+p,431,0.0,0.0,0.0,0.0,1,2
-pd+l,113,69380.0,69380.0,69380.0,0.0,1,2
-p-l-p,341,12052.0,15320.0,23380.0,9322.731359424664,1,2
-p-p-p,311,512822.8571428572,345120.0,1000000.0,469497.9507841074,2,0
+p+l+p,321,128970.0,128970.0,239040.0,155662.48681040658,3,3
+l+l+p,111,0.0,0.0,0.0,0.0,1,2
+p+p+l,334,717745.0,975540.0,1000000.0,420880.71289346856,0,1
d-pd,241,0.0,0.0,0.0,0.0,1,2
+p+l+l,122,0.0,0.0,0.0,0.0,1,2
+l+p+p,343,689683.3333333334,1000000.0,1000000.0,455359.339569678,0,1
+pd-l,412,0.0,0.0,0.0,0.0,1,2
+l+l+p,142,184235.5555555556,114120.0,534420.0,157141.98922559744,3,3
d+pd,131,0.0,0.0,0.0,0.0,1,2
-l-l-p,131,43148.0,4400.0,202820.0,89290.23866022534,1,3
+p+p+l,222,0.0,0.0,0.0,0.0,1,2
+ld-p,333,644685.0,822080.0,1000000.0,416192.5613878093,0,1
+l+l+p,114,10340.0,10340.0,10340.0,0.0,1,2
+p+p+l,141,0.0,0.0,0.0,0.0,1,2
+pd-l,311,0.0,0.0,0.0,0.0,1,2
+l+l+p,231,0.0,0.0,0.0,0.0,1,2
-p-p-p,231,634361.8181818182,1000000.0,1000000.0,444190.6625272121,0,1
-p-p-p,224,850821.8181818182,1000000.0,1000000.0,339932.6590317024,0,1
-l-p-p,442,0.0,0.0,0.0,0.0,1,2
-l-l-l,441,14860.0,8680.0,30280.0,13441.473133551992,1,2
+l+l+p,243,345577.5,207350.0,1000000.0,358549.48691120127,2,0
+p+p+l,331,41280.0,41280.0,76140.0,49299.484784326094,1,2
+ld-l,414,3660.0,3660.0,3660.0,0.0,1,2
+p+l+p,441,675827.5,1000000.0,1000000.0,451012.3681468488,0,1
+l+p+l,344,609969.0909090909,1000000.0,1000000.0,454269.9046482069,0,1
-ld+l,224,60365.0,48970.0,133540.0,58559.31095906098,1,3
-l-l-p,141,18566.666666666668,4580.0,49340.0,26687.23540071795,1,2
+p+l+p,314,234928.0,88700.0,847940.0,344376.9526550812,2,0
-p-l-p,133,67345.0,54450.0,146460.0,61154.81638159554,1,3
-p-p-l,334,868093.3333333334,1000000.0,1000000.0,307144.6220603676,0,1
+p+p+l,311,0.0,0.0,0.0,0.0,1,2
-ld+l,424,479262.2222222223,381280.0,1000000.0,405294.2890597454,2,0
d+pd,123,0.0,0.0,0.0,0.0,1,2
+p+l+l,211,0.0,0.0,0.0,0.0,1,2
-ld+p,221,0.0,0.0,0.0,0.0,1,2
-l-p-l,443,240818.3333333333,61960.0,1000000.0,382065.3003166613,2,0
+l+l+l,133,674765.4545454546,1000000.0,1000000.0,460696.2171401809,0,1
+l+l+l,432,687116.6666666666,735180.0,1000000.0,347549.1996058496,0,1
-ld+l,234,364573.3333333333,83040.0,1000000.0,477884.2557565587,2,0
+l+l+p,423,266200.0,104670.0,1000000.0,381783.82825887215,2,0
-p-p-p,333,797435.0,1000000.0,1000000.0,375023.109893971,0,1
+ld-l,121,0.0,0.0,0.0,0.0,1,2
-p-p-l,212,50128.0,8780.0,152760.0,65902.14048117102,1,3
d-pd,332,0.0,0.0,0.0,0.0,1,2
-p-p-p,433,932670.0,1000000.0,1000000.0,233237.96174722505,0,1
+ld-l,213,0.0,0.0,0.0,0.0,1,2
-ld+p,413,0.0,0.0,0.0,0.0,1,2
-l-p-l,234,465353.3333333333,412320.0,1000000.0,386392.73310972087,2,0
-pd+l,312,0.0,0.0,0.0,0.0,1,2
d+pd,242,52880.0,52880.0,52880.0,0.0,1,2
-p-p-p,434,632843.3333333334,771870.0,1000000.0,407707.5241202232,0,1
-p-p-l,434,792334.0,1000000.0,1000000.0,416964.3459364628,0,1
-p-l-p,323,62513.333333333336,57080.0,120700.0,55751.91141715831,1,3
+pd-p,213,0.0,0.0,0.0,0.0,1,2
+pd-p,321,0.0,0.0,0.0,0.0,1,2
-p-l-p,212,0.0,0.0,0.0,0.0,1,2
+p+l+p,443,713743.3333333334,1000000.0,1000000.0,397109.020692242,0,1
+p+p+p,123,0.0,0.0,0.0,0.0,1,2
-pd+p,344,894184.4444444445,1000000.0,1000000.0,253482.4234099433,0,1
-p-l-l,343,923101.6666666666,1000000.0,1000000.0,189770.39858415184,0,1
-p-p-p,413,681748.3333333334,1000000.0,1000000.0,470859.5502971779,0,1
+pd-l,424,51886.66666666666,55560.0,99900.0,49951.40171540067,1,3
+p+p+p,113,0.0,0.0,0.0,0.0,1,2
+ld-p,332,443728.3333333333,147470.0,1000000.0,471770.0022417189,2,0
-p-l-p,222,81073.33333333333,50950.0,263280.0,98159.76908421631,3,3
-pd+p,313,0.0,0.0,0.0,0.0,1,2
-p-p-p,422,642990.0,1000000.0,1000000.0,443922.7418041444,0,1
-ld+l,344,631046.6666666666,1000000.0,1000000.0,443906.64412689296,0,1
-ld+p,111,0.0,0.0,0.0,0.0,1,2
-p-p-l,114,495238.1818181818,262240.0,1000000.0,427439.45053815946,2,0
-p-p-p,124,594278.1818181818,1000000.0,1000000.0,482728.10984690295,0,1
-ld+p,211,0.0,0.0,0.0,0.0,1,2
-l-p-l,324,218137.77777777772,154240.0,713220.0,226844.40227707723,3,0
-l-p-l,331,0.0,0.0,0.0,0.0,1,2
-l-p-l,133,4280.0,4280.0,4280.0,0.0,1,2
+ld-l,232,39708.0,33420.0,96260.0,32879.40571239085,1,2
-p-l-p,424,589316.3636363636,916220.0,1000000.0,470905.784276913,0,1
-ld+p,344,536660.0,296020.0,1000000.0,444496.3719761952,2,0
+l+l+l,141,412870.0,140010.0,1000000.0,493496.3083955137,2,0
+p+l+l,441,980.0,980.0,980.0,0.0,1,2
-l-l-l,411,6160.0,6160.0,6160.0,0.0,1,2
-ld+p,234,284525.45454545453,124080.0,1000000.0,324024.65450529027,2,0
+l+l+p,144,643100.0,809770.0,1000000.0,420628.712965994,0,1
-l-l-p,121,3770.0,3770.0,6540.0,3917.371567773473,1,2
d+pd,223,285575.0,58300.0,1000000.0,476885.8173259786,2,0
+l+l+p,421,0.0,0.0,0.0,0.0,1,2
-ld+l,334,288831.6666666667,66020.0,1000000.0,373096.279990064,2,0
+l+p+l,242,83118.33333333333,48570.0,248320.0,85084.07497970179,3,3
-l-l-l,332,603228.0,1000000.0,1000000.0,543306.121739853,0,1
+l+l+l,121,99340.0,60800.0,193660.0,82137.08784708647,1,3
-l-p-l,431,0.0,0.0,0.0,0.0,1,2
-pd+l,112,0.0,0.0,0.0,0.0,1,2
+p+p+p,242,0.0,0.0,0.0,0.0,1,2
-pd+p,323,42100.0,42100.0,57760.0,22146.584386762668,1,2
+pd-p,241,0.0,0.0,0.0,0.0,1,2
+p+p+l,213,0.0,0.0,0.0,0.0,1,2
+l+p+l,222,602204.0,1000000.0,1000000.0,544704.6264536405,0,1
+ld-l,333,465023.3333333333,146720.0,1000000.0,474075.5290674747,2,0
-l-p-p,133,860.0,860.0,860.0,0.0,1,2
+p+p+l,324,77935.0,48290.0,327600.0,105000.605576485,3,3
d-pd,214,0.0,0.0,0.0,0.0,1,2
-pd+p,434,480829.0909090909,213720.0,1000000.0,435507.225782869,2,0
+l+l+p,432,128243.63636363635,56220.0,598020.0,177743.81965473384,3,3
-l-p-l,414,30840.0,30840.0,30840.0,0.0,1,2
d-pd,414,198400.0,198400.0,285600.0,123319.42263893387,3,3
+ld-l,441,20573.33333333333,21340.0,22400.0,2307.58170675132,1,2
-l-l-p,113,22040.0,17520.0,49960.0,18818.23052255445,1,2
+p+l+l,313,27595.0,21360.0,71180.0,23107.74205449643,1,2
+l+p+l,343,797087.5,1000000.0,1000000.0,387803.4435767687,0,1
+l+l+p,131,0.0,0.0,0.0,0.0,1,2
+l+l+p,222,77800.0,63130.0,173500.0,77868.16448331115,1,3
d+pd,331,0.0,0.0,0.0,0.0,1,2
-ld+l,314,1760.0,1760.0,1760.0,0.0,1,2
+l+l+p,424,471461.6666666667,346660.0,1000000.0,413239.9653697448,2,0
-l-l-l,343,613546.0,786980.0,1000000.0,433917.7482785316,0,1
+l+l+p,113,4140.0,4140.0,4140.0,0.0,1,2
-ld+p,333,474975.5555555556,395300.0,1000000.0,417680.7845445823,2,0
-ld+l,411,0.0,0.0,0.0,0.0,1,2
-ld+p,444,534771.6666666666,540560.0,1000000.0,414269.653373332,2,0
-pd+p,122,42488.57142857143,12580.0,122300.0,52023.46119094456,1,3
+pd-p,132,0.0,0.0,0.0,0.0,1,2
+p+p+p,121,0.0,0.0,0.0,0.0,1,2
d+pd,132,0.0,0.0,0.0,0.0,1,2
-pd+l,412,0.0,0.0,0.0,0.0,1,2
-l-l-l,434,1000000.0,1000000.0,1000000.0,0.0,0,1
+l+p+p,411,567044.4444444445,1000000.0,1000000.0,513552.42622129415,0,1
-p-l-p,231,0.0,0.0,0.0,0.0,1,2
d+pd,134,0.0,0.0,0.0,0.0,1,2
-p-p-l,213,830315.0,1000000.0,1000000.0,323628.64286372764,0,1
-pd+l,432,251133.3333333333,101150.0,1000000.0,377972.3830475802,2,0
+p+p+p,221,0.0,0.0,0.0,0.0,1,2
-l-l-p,313,698606.6666666666,1000000.0,1000000.0,466921.6721749663,0,1
+pd-p,312,0.0,0.0,0.0,0.0,1,2
d-pd,112,0.0,0.0,0.0,0.0,1,2
+p+l+p,234,321553.3333333333,117850.0,1000000.0,383018.4725919452,2,0
-p-p-l,424,844921.6666666666,1000000.0,1000000.0,320407.87681366765,0,1
+l+p+p,421,636252.7272727273,929360.0,1000000.0,414345.8003429239,0,1
+ld-l,133,273367.5,40610.0,1000000.0,450123.2876112944,2,0
-pd+p,144,703058.1818181818,1000000.0,1000000.0,426382.1998587225,0,1
+p+p+p,141,0.0,0.0,0.0,0.0,1,2
+pd-p,123,0.0,0.0,0.0,0.0,1,2
+pd-p,444,591175.0,760480.0,1000000.0,461726.3807865928,0,1
+l+p+p,244,404242.2222222223,128140.0,1000000.0,454647.96980130073,2,0
-ld+l,414,26060.0,26060.0,26060.0,0.0,1,2
-l-l-p,144,6246.666666666667,8080.0,9520.0,4480.729107336588,1,2
+ld-l,444,1000000.0,1000000.0,1000000.0,0.0,0,1
-pd+p,112,0.0,0.0,0.0,0.0,1,2
-p-l-l,313,110377.14285714286,24840.0,633440.0,230820.2476469721,3,3
+l+p+p,341,624595.5555555555,1000000.0,1000000.0,459834.81096778414,0,1
-p-l-p,441,230360.0,230360.0,230360.0,0.0,3,3
-ld+p,122,0.0,0.0,0.0,0.0,1,2
+pd-l,141,0.0,0.0,0.0,0.0,1,2
+p+l+p,422,663966.6666666666,930470.0,1000000.0,469820.48668259097,0,1
d+pd,213,83550.0,83550.0,119020.0,50162.15505737368,1,3
-p-p-l,223,480000.0,234110.0,1000000.0,464590.67716549255,2,0
d-pd,343,375080.0,105370.0,1000000.0,461164.3507471062,2,0
+l+p+l,444,907275.0,1000000.0,1000000.0,257719.1556890774,0,1
+pd-l,332,637686.6666666666,703600.0,1000000.0,399370.5028333131,0,1
-p-l-p,311,0.0,0.0,0.0,0.0,1,2
-p-p-l,233,928650.9090909092,1000000.0,1000000.0,236638.163678412,0,1
+p+p+p,143,0.0,0.0,0.0,0.0,1,2
-p-p-l,323,988226.6666666666,1000000.0,1000000.0,35320.0,0,1
-ld+l,111,0.0,0.0,0.0,0.0,1,2
+p+p+p,323,30080.0,30080.0,40380.0,14566.39969244288,1,2
-p-l-l,114,260.0,260.0,260.0,0.0,1,2
+p+l+p,211,0.0,0.0,0.0,0.0,1,2
-p-p-l,343,405192.5,301580.0,1000000.0,391132.3170981547,2,0
+ld-p,423,36146.66666666666,38930.0,80860.0,28291.44511449825,1,2
-l-l-p,241,282676.6666666667,158070.0,1000000.0,368052.7726110301,2,0
d+pd,224,281066.6666666667,31960.0,1000000.0,388692.8417143799,2,0
+ld-l,144,417460.0,128900.0,1000000.0,476299.8352928542,2,0
+l+p+p,334,655950.0,750670.0,1000000.0,382232.2974318104,0,1
-l-p-l,343,898350.0,1000000.0,1000000.0,188478.53723965492,0,1
+p+p+l,223,13760.0,13760.0,13760.0,0.0,1,2
+l+p+l,432,258457.14285714287,85320.0,1000000.0,365392.9885166694,2,0
+ld-p,312,0.0,0.0,0.0,0.0,1,2
+l+l+p,141,0.0,0.0,0.0,0.0,1,2
-p-l-p,232,193454.0,137460.0,482440.0,182922.82624101345,3,3
-p-l-p,432,52996.36363636364,20620.0,222780.0,67139.13423223855,1,3
d+pd,133,0.0,0.0,0.0,0.0,1,2
+ld-l,222,86240.0,55680.0,214120.0,88774.06227797247,3,3
+p+p+l,142,0.0,0.0,0.0,0.0,1,2
+p+l+p,311,302500.0,105740.0,766120.0,359940.86692122085,2,0
+l+p+l,122,57030.0,35730.0,240260.0,73547.6886863966,3,3
+pd-l,244,139072.0,16640.0,625160.0,272032.9746924075,3,3
+pd-p,143,70020.0,70020.0,124960.0,77696.89311677784,1,3
+ld-p,224,50093.333333333336,53440.0,90500.0,42179.69337647363,1,2
+p+l+l,241,69300.0,69300.0,69300.0,0.0,1,2
+ld-l,242,833983.3333333334,1000000.0,1000000.0,406656.122131054,0,1
+p+l+l,333,321543.3333333333,200810.0,1000000.0,380693.9321642344,2,0
+pd-p,411,0.0,0.0,0.0,0.0,1,2
-l-l-p,414,262872.0,45140.0,1000000.0,421246.29721814767,2,0
-ld+p,242,48356.36363636364,31120.0,111840.0,37827.053618469225,1,3
+ld-l,332,65186.66666666666,40800.0,181780.0,75452.72073733767,1,3
+p+l+p,123,0.0,0.0,0.0,0.0,1,2
+p+p+p,233,85653.33333333333,23220.0,220320.0,116727.64596843944,3,3
-p-l-p,223,59890.90909090909,56100.0,246620.0,73047.14716599758,3,3
-l-p-l,433,591020.0,1000000.0,1000000.0,491140.4870299332,0,1
+l+l+l,411,57453.333333333336,4270.0,319000.0,128201.63722303497,3,3
-ld+l,222,1470.0,1470.0,2100.0,890.9545442950499,1,2
-l-l-l,221,9830.0,9830.0,13520.0,5218.448045156721,1,2
+l+p+l,132,11590.0,11590.0,21180.0,13562.30806315798,1,2
+pd-l,233,4980.0,4980.0,8000.0,4270.924958366747,1,2
d-pd,432,65980.0,65980.0,105280.0,55578.59300126264,1,3
