top,seq,sredni_czas,mediana_czas,max_czas,stddevi,cluster_results_KMeans,cluster_results_KMedoids
-ld+l,422,3000.0,3000.0,3740.0,1046.5180361560904,1,2
-pd+l,313,0.0,0.0,0.0,0.0,1,2
+pd-p,211,0.0,0.0,0.0,0.0,1,2
+pd-l,444,563271.6666666666,646970.0,1000000.0,463346.1584806632,0,1
d+pd,431,0.0,0.0,0.0,0.0,1,2
+l+l+p,211,2020.0,2020.0,2260.0,339.4112549695428,1,2
-ld+l,141,27605.0,17150.0,87660.0,28491.02465188442,1,2
+l+l+l,232,1000000.0,1000000.0,1000000.0,0.0,0,1
+ld-p,342,519302.2222222223,537720.0,1000000.0,483355.01243335055,2,0
+pd-l,114,0.0,0.0,0.0,0.0,1,2
+l+p+l,233,676900.0,1000000.0,1000000.0,455669.1357553197,0,1
-ld+l,423,515500.0,515500.0,1000000.0,685186.4709697645,2,0
-l-p-l,314,0.0,0.0,0.0,0.0,1,2
+l+l+l,431,130135.0,94820.0,556900.0,178996.02222236272,3,3
-pd+l,344,741635.0,1000000.0,1000000.0,336917.42275303224,0,1
+l+p+p,432,679376.6666666666,1000000.0,1000000.0,438966.6479634216,0,1
+pd-p,214,0.0,0.0,0.0,0.0,1,2
-p-l-l,423,611263.3333333334,683340.0,1000000.0,409194.086763756,0,1
+ld-l,334,625740.0,1000000.0,1000000.0,442790.7497678785,0,1
+l+l+l,313,43880.0,43880.0,43880.0,0.0,1,2
-pd+l,411,0.0,0.0,0.0,0.0,1,2
d-pd,221,0.0,0.0,0.0,0.0,1,2
+p+l+l,111,0.0,0.0,0.0,0.0,1,2
-p-p-p,312,678260.0,1000000.0,1000000.0,475466.4056577404,0,1
+l+l+p,143,575517.1428571428,1000000.0,1000000.0,529468.704322685,0,1
+ld-p,343,746858.3333333334,1000000.0,1000000.0,357972.01886164065,0,1
-l-p-l,441,0.0,0.0,0.0,0.0,1,2
+l+l+p,433,194610.0,99800.0,1000000.0,276256.59067415766,2,0
-l-p-p,323,23240.0,23240.0,43120.0,28114.56561997713,1,2
-l-l-l,122,0.0,0.0,0.0,0.0,1,2
-pd+p,143,518281.6666666667,368980.0,1000000.0,411771.8187591793,2,0
+l+p+l,214,494000.0,299160.0,1000000.0,418111.6785022873,2,0
-pd+p,322,5590.0,4240.0,13000.0,5729.979639289015,1,2
-p-p-p,411,627262.0,1000000.0,1000000.0,484995.93422809,0,1
+l+p+p,322,803741.6666666666,1000000.0,1000000.0,286314.2144832344,0,1
+p+l+l,142,0.0,0.0,0.0,0.0,1,2
+l+l+p,434,681208.3333333334,886470.0,1000000.0,407650.2706494944,0,1
+p+l+l,342,323873.3333333333,13840.0,1000000.0,484328.7131140035,2,0
+pd-l,232,980.0,980.0,980.0,0.0,1,2
+p+p+l,221,0.0,0.0,0.0,0.0,1,2
+p+p+p,412,0.0,0.0,0.0,0.0,1,2
-p-l-p,211,0.0,0.0,0.0,0.0,1,2
+l+l+l,123,220260.0,220260.0,220260.0,0.0,3,3
-ld+p,331,420.0,420.0,420.0,0.0,1,2
-l-l-l,231,0.0,0.0,0.0,0.0,1,2
d+pd,332,237271.42857142852,130480.0,563540.0,232832.05960724648,3,3
+l+p+l,223,485181.6666666667,252320.0,1000000.0,461841.72325854696,2,0
d+pd,142,0.0,0.0,0.0,0.0,1,2
d+pd,244,195780.0,142360.0,416360.0,153871.18768632418,3,3
-p-p-p,234,623542.2222222222,1000000.0,1000000.0,466747.2171791112,0,1
+ld-l,313,4920.0,4920.0,4920.0,0.0,1,2
+p+l+l,224,31515.0,21610.0,82540.0,36063.948295585535,1,2
-l-l-l,123,83228.57142857143,20220.0,293820.0,119810.03789729966,3,3
-p-p-l,421,10870.0,10870.0,13860.0,4228.498551495554,1,2
+pd-l,411,0.0,0.0,0.0,0.0,1,2
+p+l+p,124,37580.0,37580.0,37580.0,0.0,1,2
-p-l-p,431,1040.0,1040.0,1040.0,0.0,1,2
+pd-p,343,133593.33333333334,109600.0,276520.0,93448.84536472349,3,3
+l+p+l,211,12710.0,12710.0,16320.0,5105.310960166873,1,2
+ld-l,122,15665.714285714286,17500.0,27620.0,8121.204461455327,1,2
+pd-l,323,8980.0,9180.0,15880.0,4935.633697915598,1,2
-p-p-p,144,606623.3333333334,769760.0,1000000.0,467549.2811529783,0,1
-pd+p,132,464656.0,340380.0,1000000.0,446571.4677455832,2,0
+ld-p,344,904115.0,1000000.0,1000000.0,221375.776965938,0,1
-p-p-l,242,151197.77777777778,9060.0,661080.0,236515.088618981,3,3
-l-p-l,333,799413.3333333334,1000000.0,1000000.0,400288.3401999114,0,1
+l+l+l,311,68464.0,28000.0,161200.0,78084.68018760147,1,3
-p-p-l,232,731588.0,1000000.0,1000000.0,424806.0257576392,0,1
+p+p+l,122,0.0,0.0,0.0,0.0,1,2
-l-p-p,124,18753.33333333333,4860.0,49580.0,26739.91273982272,1,2
+pd-p,341,0.0,0.0,0.0,0.0,1,2
-l-l-l,344,920385.0,1000000.0,1000000.0,275794.4500891923,0,1
+ld-p,412,0.0,0.0,0.0,0.0,1,2
-l-p-p,314,0.0,0.0,0.0,0.0,1,2
+l+l+l,134,823623.3333333334,1000000.0,1000000.0,361464.0196570976,0,1
-l-l-l,124,7640.0,7640.0,7640.0,0.0,1,2
-p-p-l,241,16036.0,11140.0,35720.0,13754.427650760315,1,2
+l+l+l,211,890.0,890.0,940.0,70.71067811865476,1,2
-ld+p,232,59005.0,44080.0,197260.0,62115.276933870526,1,3
-l-p-l,141,0.0,0.0,0.0,0.0,1,2
+l+p+p,314,698130.9090909091,1000000.0,1000000.0,430069.28654472745,0,1
+ld-p,314,0.0,0.0,0.0,0.0,1,2
-l-l-l,213,107068.88888888888,89760.0,300780.0,97848.4486903656,3,3
-ld+l,124,26040.0,11000.0,59780.0,29276.946562099,1,2
-pd+l,223,36308.88888888889,27600.0,131120.0,39778.29195819136,1,3
+l+l+p,224,525334.0,544410.0,1000000.0,500784.7236798574,2,0
-p-l-p,412,3480.0,3480.0,3480.0,0.0,1,2
-l-p-p,224,32490.0,31360.0,59500.0,17595.22094206265,1,2
-l-l-p,211,222346.66666666663,59340.0,1000000.0,341118.39850702864,2,0
-pd+l,332,203308.57142857145,62000.0,1000000.0,357548.9042274996,2,0
+l+l+l,323,912564.4444444444,1000000.0,1000000.0,262306.6666666666,0,1
+pd-l,211,0.0,0.0,0.0,0.0,1,2
-pd+p,314,0.0,0.0,0.0,0.0,1,2
-p-l-l,223,311238.3333333333,82040.0,1000000.0,421570.1701072343,2,0
+p+l+l,123,0.0,0.0,0.0,0.0,1,2
+pd-l,143,0.0,0.0,0.0,0.0,1,2
-pd+l,311,0.0,0.0,0.0,0.0,1,2
+pd-l,221,0.0,0.0,0.0,0.0,1,2
+p+p+p,434,355889.0909090909,209080.0,1000000.0,312642.7854742388,2,0
-l-l-l,323,794106.6666666666,1000000.0,1000000.0,355915.4313878509,0,1
-p-p-p,133,559153.3333333334,381100.0,1000000.0,433520.9760784361,2,0
-l-l-l,421,10180.0,10180.0,10180.0,0.0,1,2
+l+p+l,443,676145.0,764690.0,1000000.0,349898.051554761,0,1
+l+p+p,413,736451.6666666666,1000000.0,1000000.0,365895.5073349204,0,1
d+pd,411,0.0,0.0,0.0,0.0,1,2
-p-p-l,132,246610.0,43830.0,1000000.0,394141.7354708836,2,0
+pd-l,243,229882.5,49220.0,1000000.0,348091.3654180055,2,0
-l-l-l,232,75597.77777777778,33500.0,490340.0,156501.03049004005,3,3
-p-p-l,331,87710.0,87710.0,173940.0,121947.63548343198,1,3
-pd+l,334,479803.3333333333,419850.0,1000000.0,419070.4979385023,2,0
-p-l-l,232,660670.9090909091,1000000.0,1000000.0,391397.4078977669,0,1
+ld-p,223,58593.333333333336,62100.0,98640.0,41910.17219403105,1,3
+p+l+l,144,0.0,0.0,0.0,0.0,1,2
-pd+l,324,135226.66666666666,55860.0,426500.0,157429.61347853206,3,3
+ld-p,113,0.0,0.0,0.0,0.0,1,2
-ld+p,342,89060.0,52340.0,448540.0,130166.5778915617,3,3
-p-p-p,142,669373.3333333334,1000000.0,1000000.0,572662.185003806,0,1
+pd-l,241,178220.0,20340.0,669080.0,327616.44321777666,3,0
-pd+l,114,0.0,0.0,0.0,0.0,1,2
-pd+l,423,255533.3333333333,103390.0,1000000.0,371432.03990321927,2,0
+p+l+p,113,0.0,0.0,0.0,0.0,1,2
+ld-l,212,0.0,0.0,0.0,0.0,1,2
-p-p-p,114,483923.6363636364,237520.0,1000000.0,498473.3835877845,2,0
d+pd,312,17940.0,19000.0,38620.0,11121.202401590524,1,2
-l-p-l,342,624100.0,824970.0,1000000.0,466956.1216217216,0,1
-p-p-l,411,80060.0,80060.0,80060.0,0.0,1,2
-pd+l,331,0.0,0.0,0.0,0.0,1,2
-l-p-p,233,137927.5,75070.0,396740.0,154279.42069504928,3,3
+l+p+p,433,652888.3333333334,712340.0,1000000.0,368465.24271344615,0,1
+p+l+p,434,209536.0,82340.0,1000000.0,303808.6733894651,2,0
-p-p-l,222,167922.85714285713,11900.0,877320.0,325063.72676314233,2,0
+l+p+p,243,572202.2222222222,385680.0,1000000.0,418938.15061944944,2,0
-l-p-p,441,0.0,0.0,0.0,0.0,1,2
-ld+p,341,93040.0,93040.0,93040.0,0.0,1,2
d+pd,141,0.0,0.0,0.0,0.0,1,2
-l-p-p,421,0.0,0.0,0.0,0.0,1,2
+l+l+p,344,876633.3333333334,1000000.0,1000000.0,289293.3691014376,0,1
-ld+p,443,501348.3333333333,532470.0,1000000.0,441176.2334700136,2,0
+l+l+p,324,582017.7777777778,719580.0,945100.0,414560.82538566575,0,1
-ld+l,213,0.0,0.0,0.0,0.0,1,2
+l+p+p,144,361428.8888888889,221760.0,1000000.0,382556.4822494988,2,0
+p+l+p,223,131270.0,131270.0,191760.0,85545.77838794852,3,3
-l-p-p,431,0.0,0.0,0.0,0.0,1,2
+ld-p,141,41960.0,12100.0,120220.0,51304.38187913387,1,3
-l-p-l,423,540687.5,420650.0,1000000.0,402059.45813843433,2,0
+p+l+p,424,778722.5,1000000.0,1000000.0,319375.4048026509,0,1
+p+l+l,222,22680.0,22680.0,44560.0,30942.99274472332,1,2
+l+l+l,241,512250.0,512250.0,1000000.0,689782.6650474771,2,0
+pd-l,122,0.0,0.0,0.0,0.0,1,2
-pd+p,141,389648.5714285714,247200.0,1000000.0,430987.6893612536,2,0
-p-l-p,433,638424.4444444445,914320.0,1000000.0,459289.4781918891,0,1
+l+l+l,142,532447.5,561450.0,1000000.0,501254.0652560479,2,0
-p-l-p,123,40600.0,11260.0,183180.0,65175.95875781192,1,3
+l+p+p,434,596325.0,555430.0,1000000.0,399196.3975174489,2,0
+pd-p,344,384962.5,209000.0,1000000.0,416017.4061519885,2,0
-l-l-p,112,15040.0,15950.0,21260.0,6214.070056465945,1,2
d-pd,122,0.0,0.0,0.0,0.0,1,2
+p+p+l,314,0.0,0.0,0.0,0.0,1,2
+p+l+p,413,465334.28571428574,124260.0,1000000.0,501823.2990092941,2,0
-ld+l,412,123620.0,123620.0,123620.0,0.0,1,3
+ld-l,432,299950.0,257270.0,1000000.0,319948.3760144529,2,0
-l-p-p,444,680028.3333333334,1000000.0,1000000.0,433465.1521661508,0,1
-pd+p,431,57707.5,24880.0,210680.0,71365.8645392079,1,3
+l+p+l,234,654136.6666666666,763610.0,1000000.0,390621.11378333525,0,1
+ld-l,233,441545.0,246690.0,1000000.0,479171.9153170096,2,0
+l+l+p,221,194033.3333333333,123180.0,401060.0,182240.79162836552,3,3
+p+p+l,113,0.0,0.0,0.0,0.0,1,2
+l+l+p,241,0.0,0.0,0.0,0.0,1,2
-p-p-l,133,519517.77777777775,429840.0,1000000.0,472520.70424950105,2,0
+ld-p,242,1000000.0,1000000.0,1000000.0,0.0,0,1
+l+p+l,113,180373.3333333333,76230.0,454200.0,213826.11315427933,3,3
-p-l-l,433,681106.6666666666,1000000.0,1000000.0,437479.0182050986,0,1
d-pd,442,586600.0,656880.0,1000000.0,452650.6273054308,0,1
-l-l-l,143,4460.0,4520.0,5180.0,640.8327915038889,1,2
-p-p-p,332,930936.6666666666,1000000.0,1000000.0,239242.4045467971,0,1
+p+p+p,223,0.0,0.0,0.0,0.0,1,2
+l+l+p,244,470182.8571428572,545480.0,1000000.0,431281.5863491155,2,0
d-pd,212,0.0,0.0,0.0,0.0,1,2
-p-l-p,423,35804.0,22500.0,70920.0,26597.606659246616,1,2
-pd+l,422,0.0,0.0,0.0,0.0,1,2
+l+l+l,314,59790.0,8520.0,296320.0,116399.17508298758,3,3
-p-p-l,243,567425.0,626760.0,1000000.0,437895.6933604581,0,1
-l-p-p,231,0.0,0.0,0.0,0.0,1,2
-ld+p,233,217212.0,94840.0,1000000.0,315546.16499016434,2,0
-pd+p,123,37628.88888888889,32240.0,117720.0,36315.856194107706,1,3
-p-l-l,341,536811.1111111111,455580.0,1000000.0,457281.59662412736,2,0
-ld+l,214,0.0,0.0,0.0,0.0,1,2
+ld-p,444,923370.0,1000000.0,1000000.0,265454.1067680061,0,1
-l-l-p,324,805000.0,805000.0,805000.0,0.0,0,1
+l+p+l,121,0.0,0.0,0.0,0.0,1,2
-l-p-p,141,0.0,0.0,0.0,0.0,1,2
+l+l+p,343,706475.5555555555,1000000.0,1000000.0,380353.4758323864,0,1
-l-l-p,343,919120.0,1000000.0,1000000.0,242640.0,0,1
+ld-p,111,0.0,0.0,0.0,0.0,1,2
+ld-p,142,365683.3333333333,86560.0,1000000.0,493632.7523034373,2,0
d+pd,233,128036.0,83440.0,211040.0,68149.63741649695,3,3
-p-p-l,124,835952.7272727273,1000000.0,1000000.0,331506.79561936314,0,1
d-pd,314,21940.0,21940.0,37940.0,22627.41699796952,1,2
-p-p-p,122,552660.0,597800.0,1000000.0,442671.0112692967,0,1
-l-p-l,114,0.0,0.0,0.0,0.0,1,2
+l+l+l,333,639243.3333333334,761010.0,1000000.0,419234.1068981228,0,1
-ld+l,341,453009.0909090909,240620.0,1000000.0,442560.1138253321,2,0
+p+p+l,134,0.0,0.0,0.0,0.0,1,2
d+pd,314,409606.6666666667,227780.0,1000000.0,452856.16469249927,2,0
+p+p+p,144,0.0,0.0,0.0,0.0,1,2
-l-l-l,241,12213.333333333334,10480.0,15940.0,3230.005159954598,1,2
+l+l+l,244,839426.6666666666,1000000.0,1000000.0,331771.8280686291,0,1
-ld+p,123,0.0,0.0,0.0,0.0,1,2
+p+p+p,214,364193.3333333333,509420.0,553880.0,290894.10192256107,3,0
-ld+l,432,754780.0,1000000.0,1000000.0,426588.6369794676,0,1
+p+p+l,444,465997.5,367540.0,1000000.0,354943.7800855631,2,0
+l+p+l,231,10986.666666666666,12840.0,19880.0,9950.303177960626,1,2
-ld+p,412,0.0,0.0,0.0,0.0,1,2
-l-p-p,321,0.0,0.0,0.0,0.0,1,2
d+pd,112,0.0,0.0,0.0,0.0,1,2
-p-p-l,342,398122.5,270730.0,1000000.0,394442.1706573185,2,0
-l-p-l,344,851248.3333333334,1000000.0,1000000.0,347558.61197876546,0,1
+p+l+p,212,0.0,0.0,0.0,0.0,1,2
+ld-p,114,0.0,0.0,0.0,0.0,1,2
-l-l-p,311,518120.0,525420.0,1000000.0,471071.1274437344,2,0
+l+p+p,221,433455.5555555556,164180.0,1000000.0,443599.2082700078,2,0
+p+p+p,311,0.0,0.0,0.0,0.0,1,2
+l+p+l,342,487051.1111111111,508760.0,1000000.0,367289.930996088,2,0
-p-p-l,231,0.0,0.0,0.0,0.0,1,2
+ld-l,324,13733.333333333334,14680.0,14880.0,1815.6357931406108,1,2
-l-p-l,131,0.0,0.0,0.0,0.0,1,2
+l+p+l,321,42700.0,9560.0,127920.0,53581.081736000815,1,3
-pd+p,131,170984.0,38900.0,625040.0,260230.82768957256,3,3
+p+p+p,422,4320.0,4320.0,6100.0,2517.300141024109,1,2
-pd+l,133,360666.6666666667,75780.0,1000000.0,443050.4935995308,2,0
+pd-p,313,0.0,0.0,0.0,0.0,1,2
-l-p-l,243,131195.0,111930.0,280100.0,111981.45724478972,3,3
-l-p-p,322,11635.0,3670.0,38740.0,18185.674765228447,1,2
-l-p-p,411,0.0,0.0,0.0,0.0,1,2
+l+p+p,132,392812.7272727273,207040.0,1000000.0,413866.155395459,2,0
+p+p+p,232,0.0,0.0,0.0,0.0,1,2
+ld-l,114,0.0,0.0,0.0,0.0,1,2
+l+l+p,121,0.0,0.0,0.0,0.0,1,2
-l-p-p,434,605009.0909090909,602100.0,1000000.0,410670.6776348793,0,1
-ld+l,211,0.0,0.0,0.0,0.0,1,2
+p+l+l,424,735832.5,1000000.0,1000000.0,390430.70135977486,0,1
-l-l-l,243,566860.0,486200.0,1000000.0,387827.1838074273,2,0
-pd+p,424,37556.0,37740.0,61360.0,18425.67447883524,1,2
+p+p+l,442,82553.33333333333,76420.0,108240.0,23235.269168514773,1,3
+l+p+l,412,63186.66666666666,16810.0,321040.0,126598.15838576273,3,3
-l-l-p,422,655520.0,1000000.0,1000000.0,438918.3337478625,0,1
+ld-l,134,459828.8888888889,279820.0,1000000.0,397046.5937533165,2,0
-pd+p,334,606140.0,618880.0,1000000.0,408697.7789271677,0,1
-p-l-l,441,373657.77777777775,271600.0,1000000.0,328489.4332310317,2,0
-p-l-l,224,484425.4545454545,294060.0,1000000.0,415837.8625465372,2,0
-ld+l,132,52266.66666666666,37260.0,108460.0,50394.60420851952,1,3
-pd+l,441,70906.66666666667,36440.0,174800.0,91656.52695434916,1,3
d+pd,122,0.0,0.0,0.0,0.0,1,2
+l+p+p,441,672600.0,722100.0,1000000.0,372374.1126633512,0,1
-ld+l,232,398960.0,136140.0,1000000.0,459245.2612711426,2,0
+pd-l,312,0.0,0.0,0.0,0.0,1,2
d-pd,114,0.0,0.0,0.0,0.0,1,2
-p-l-l,413,174170.0,9940.0,687780.0,282485.94690709835,3,0
+ld-l,221,0.0,0.0,0.0,0.0,1,2
+l+p+p,114,342594.54545454547,58020.0,1000000.0,444945.4826911638,2,0
-l-l-l,444,838338.3333333334,1000000.0,1000000.0,377603.2204656901,0,1
+p+l+l,114,0.0,0.0,0.0,0.0,1,2
-p-p-l,332,143745.7142857143,31240.0,796380.0,289586.11240050534,2,0
+l+l+p,341,26070.0,5570.0,93040.0,44723.84151657816,1,2
-l-l-l,313,384526.6666666667,302820.0,1000000.0,411076.1060922904,2,0
+p+l+l,412,312120.0,63360.0,859340.0,474557.4978861888,2,0
+p+l+l,314,385783.3333333333,315380.0,1000000.0,366232.8632805454,2,0
d-pd,342,3820.0,3820.0,3820.0,0.0,1,2
-pd+p,211,0.0,0.0,0.0,0.0,1,2
-pd+p,332,486646.0,340750.0,1000000.0,467243.6632041621,2,0
+ld-l,124,10950.0,10950.0,20520.0,13534.02379191052,1,2
-ld+l,321,11000.0,11000.0,12040.0,1470.782104868019,1,2
+ld-l,224,397610.0,294490.0,1000000.0,408249.1070062843,2,0
-p-l-l,231,587806.6666666666,667960.0,1000000.0,461079.4738726358,0,1
d-pd,244,81224.0,52160.0,192280.0,70447.57398235939,1,3
-l-l-l,314,525241.8181818182,231520.0,1000000.0,458067.67111024505,2,0
+l+p+l,124,331053.3333333333,150140.0,1000000.0,391974.734467167,2,0
+p+p+l,421,292360.0,203190.0,952640.0,346390.62874159863,2,0
+p+p+p,111,0.0,0.0,0.0,0.0,1,2
-pd+l,141,9205.0,9700.0,13560.0,5003.661992314562,1,2
+p+l+p,312,0.0,0.0,0.0,0.0,1,2
+l+p+p,211,406468.5714285714,63600.0,1000000.0,479338.93059186457,2,0
-pd+p,413,5260.0,5260.0,5260.0,0.0,1,2
+ld-l,241,92763.33333333331,8410.0,444380.0,175067.30473354147,3,3
-p-l-p,243,614648.3333333334,741880.0,1000000.0,412913.7034612203,0,1
-p-l-p,322,19420.0,8580.0,52500.0,21491.866368466,1,2
+ld-p,112,0.0,0.0,0.0,0.0,1,2
-p-p-p,414,692550.9090909091,1000000.0,1000000.0,429689.0349416551,0,1
-pd+l,433,689322.2222222222,1000000.0,1000000.0,466288.0507202007,0,1
-l-l-p,133,23150.0,23150.0,45880.0,32145.07427274045,1,2
-p-p-p,412,530913.3333333334,322820.0,1000000.0,455019.3360726553,2,0
-p-l-p,331,0.0,0.0,0.0,0.0,1,2
-pd+l,142,194006.0,58200.0,1000000.0,318653.4979217673,2,0
d-pd,421,0.0,0.0,0.0,0.0,1,2
-ld+l,113,0.0,0.0,0.0,0.0,1,2
+l+p+l,312,220866.66666666663,106800.0,458920.0,206219.8917013908,3,3
-ld+l,331,365353.3333333333,77460.0,1000000.0,476637.1398663768,2,0
-pd+l,234,588722.2222222222,457040.0,1000000.0,423231.0451094584,2,0
-p-p-p,211,636952.5,632050.0,1000000.0,361166.17480244266,0,1
+l+p+p,342,667073.3333333334,846230.0,1000000.0,394475.7580138557,0,1
+pd-p,431,119740.0,119740.0,119740.0,0.0,1,3
-p-l-l,141,411050.0,102410.0,1000000.0,489105.4591511208,2,0
-l-l-p,223,403971.1111111111,109500.0,1000000.0,453766.9247654693,2,0
-l-p-p,121,0.0,0.0,0.0,0.0,1,2
-p-p-l,441,7360.0,7360.0,7360.0,0.0,1,2
-pd+p,442,792575.0,1000000.0,1000000.0,368222.902959113,0,1
+l+l+l,222,750225.0,1000000.0,1000000.0,499550.0,0,1
-pd+l,342,635863.6363636364,875440.0,1000000.0,439961.66176776646,0,1
+pd-l,343,487402.2222222223,196460.0,1000000.0,488853.15642270783,2,0
-p-p-l,414,831364.4444444445,1000000.0,1000000.0,339869.256299798,0,1
+pd-p,112,0.0,0.0,0.0,0.0,1,2
-l-p-p,113,0.0,0.0,0.0,0.0,1,2
-l-p-p,242,20460.0,20460.0,20460.0,0.0,1,2
-l-p-p,412,0.0,0.0,0.0,0.0,1,2
+l+p+l,134,726916.0,984290.0,1000000.0,412384.3819437287,0,1
-p-l-l,212,47325.0,44130.0,100280.0,46665.7343954498,1,3
+l+p+l,332,59045.71428571428,41180.0,144280.0,41352.592364180695,1,3
-l-p-p,424,542408.5714285715,704480.0,1000000.0,490065.7295856197,0,1
d-pd,434,323232.7272727273,208840.0,1000000.0,362008.7041243873,2,0
+p+p+p,431,0.0,0.0,0.0,0.0,1,2
d-pd,141,0.0,0.0,0.0,0.0,1,2
+ld-l,343,632517.7777777778,1000000.0,1000000.0,466530.17935010855,0,1
+pd-l,124,0.0,0.0,0.0,0.0,1,2
+ld-p,222,43080.0,43080.0,43080.0,0.0,1,2
+l+p+p,412,691088.3333333334,1000000.0,1000000.0,439552.2015918501,0,1
+pd-l,121,0.0,0.0,0.0,0.0,1,2
-l-p-p,414,0.0,0.0,0.0,0.0,1,2
-p-l-p,144,602398.3333333334,639010.0,1000000.0,404046.9586082861,0,1
+ld-p,233,754092.5,872840.0,1000000.0,324493.88106711657,0,1
-l-p-p,443,454932.5,257160.0,1000000.0,466215.1010531512,2,0
+pd-l,324,12913.333333333334,12450.0,26060.0,8350.996746895946,1,2
-p-p-p,342,699763.3333333334,1000000.0,1000000.0,401174.3792085099,0,1
-p-l-l,434,955858.1818181818,1000000.0,1000000.0,146401.8484731789,0,1
-pd+p,321,68200.0,54300.0,124920.0,51205.08177905783,1,3
+p+l+l,112,25686.666666666668,22700.0,52180.0,25133.446507260665,1,2
-l-l-p,431,1000000.0,1000000.0,1000000.0,0.0,0,1
-p-l-p,112,0.0,0.0,0.0,0.0,1,2
-l-p-l,323,294392.7272727273,84760.0,1000000.0,374353.6344445158,2,0
-pd+p,244,778206.6666666666,1000000.0,1000000.0,362654.858508748,0,1
+l+l+p,123,92977.14285714286,77320.0,206100.0,80318.35359249792,1,3
-pd+l,421,0.0,0.0,0.0,0.0,1,2
+pd-l,142,0.0,0.0,0.0,0.0,1,2
+p+p+l,424,60400.0,62800.0,94840.0,29495.900732135644,1,2
+p+l+l,321,0.0,0.0,0.0,0.0,1,2
+p+p+p,322,0.0,0.0,0.0,0.0,1,2
+p+l+p,141,20353.33333333333,24280.0,26300.0,8610.001935733426,1,2
+l+l+l,322,611971.6666666666,891670.0,1000000.0,447261.0502691675,0,1
+ld-l,323,231480.0,231480.0,447600.0,305639.8351000733,3,3
+p+l+l,332,311623.3333333333,71040.0,1000000.0,427552.8373273492,2,0
-ld+p,411,0.0,0.0,0.0,0.0,1,2
d+pd,443,384040.0,149740.0,1000000.0,481830.7184893881,2,0
+l+l+l,321,350644.44444444444,126620.0,1000000.0,397866.64019213495,2,0
-pd+l,431,20500.0,20500.0,20500.0,0.0,1,2
-l-p-l,313,0.0,0.0,0.0,0.0,1,2
-l-l-l,242,45240.0,1740.0,132780.0,75812.3446412258,1,3
-pd+p,412,0.0,0.0,0.0,0.0,1,2
-pd+l,314,0.0,0.0,0.0,0.0,1,2
+p+l+l,231,0.0,0.0,0.0,0.0,1,2
+p+l+l,131,0.0,0.0,0.0,0.0,1,2
